tweet_id,img_id,label1,label2,label3,voted_label,agreement
1660136893244387328,Fwn9tPEaEAE8WUh,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1660136086230958080,Fwn8-Q8aQAEpijM,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660131680051666944,Fwn49zCaQAAuHQH,Smoke & Air Quality,Warnings & Status Updates,Smoke & Air Quality,Smoke & Air Quality,majority
1660129673391767552,Fwn248KaIAYgo8f,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660127744892731392,Fwn1YudaQAAPco9,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660127675846119424,Fwn1TS5akAAGVNu,Reports of Actions of Responders,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,majority
1660122515782668288,FwnwoLJaMAABVIk,Political,Smoke & Air Quality,Political,Political,majority
1660120729810255872,FwnvAWgacAEKT17,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660120431075164160,Fwnt6wcaAAUHHq0,Smoke & Air Quality,Warnings & Status Updates,Smoke & Air Quality,Smoke & Air Quality,majority
1660113743207075840,FwnopqQaQAABeUt,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660111873923256320,Fwnm8YIaQAAnvTv,Political,Political,Political,Political,full
1660111873923256320,Fwnm8YMaMAUDU_i,Political,Political,Political,Political,full
1660111873923256320,Fwnm8YFakAAhkrm,Political,Political,Political,Political,full
1660111873923256320,Fwnm8YHaAAE5S59,Political,Political,Political,Political,full
1660105415944728576,FwnhCPmXwAAtFna,Smoke & Air Quality,Weather Reports,Weather Reports,Weather Reports,majority
1660105415944728576,FwnhCPnXgAIgxCq,Smoke & Air Quality,Weather Reports,Weather Reports,Weather Reports,majority
1660104669119791104,FwngZMlacAE2Pjf,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660096743856549888,FwnZMEeagAAs1AQ,Weather Reports,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,majority
1660088347170324480,FwnRdyraIAMcA-4,Reports of Actions of Responders,Warnings & Status Updates,Reports of Actions of Responders,Reports of Actions of Responders,majority
1660086699677089792,FwnQDhNakAAeWJ6,General Information,General Information,General Information,General Information,full
1660086699677089792,FwnQDh2aMAAwnda,General Information,General Information,General Information,General Information,full
1660077779361349632,FwnHpRUaYAE1P0a,Other,Other,Other,Other,full
1660077449445556224,FwnHMTvaUAI7fas,Reports of Actions of Responders,Smoke & Air Quality,Reports of Actions of Responders,Reports of Actions of Responders,majority
1660076147076481024,FwnGYiTXoAAlIdB,Smoke & Air Quality,Warnings & Status Updates,Weather Reports,Smoke & Air Quality,none
1660076147076481024,FwnGYimX0AEmFis,Smoke & Air Quality,Warnings & Status Updates,Weather Reports,Smoke & Air Quality,none
1660070612042407936,FwnBa-rakAEifdp,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660070337286123520,FwnBH8UakAEFVkZ,Political,Political,Political,Political,full
1660069470554169344,Fwm__kUaIAEIUkV,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660068753701478400,Fwm_f2daAAAKV_q,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660063732003926016,Fwm6Rk5aUAEPz33,Weather Reports,Weather Reports,Smoke & Air Quality,Weather Reports,majority
1660058349105446912,Fwm2RQkaUAE_jb3,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660052656361201664,FwmxF74aEAAw_ZW,Smoke & Air Quality,Weather Reports,Weather Reports,Weather Reports,majority
1660051388569878528,Fwmv7xFaMAE2OJR,Smoke & Air Quality,Warnings & Status Updates,Preparedness,Smoke & Air Quality,none
1660046963650469888,Fwmr6ooagAEasKk,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660046963650469888,Fwmr6ZzaQAEREO5,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660045297542914048,FwmqZnBaQAA43pD,General Information,Weather Reports,Smoke & Air Quality,General Information,none
1660043986550284288,FwmpNOaaYAAyHGX,Other,Other,Other,Other,full
1660041507393650688,Fwmm9AEaUAIHR9X,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660041502314364928,Fwmm8jQaQAAIAW9,Other,General Information,Smoke & Air Quality,Other,none
1660037327836844032,FwmjIUkaYAALNo_,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660037327836844032,FwmjIUmacAAPASb,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660037327836844032,FwmjIUkaAAEeoN4,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660037327836844032,FwmjIUlaEAARP2P,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660036171014230016,Fwmh0yPaYAAWNxJ,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1660036171014230016,Fwmh3upaUAEK7KX,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1660035564136189952,FwmhQERagAAy6Nw,Reports of Actions of Responders,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,majority
1660034563912118272,FwmgorSWwAAU2g8,Other,Political,Preparedness,Other,none
1660034244268429312,FwmgWGuaAAASp1q,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1660033347849170944,FwmfiD7aUAA_S4O,Political,Political,Political,Political,full
1660017756778147840,FwmRS9VacAAxvzI,Smoke & Air Quality,Smoke & Air Quality,Other,Smoke & Air Quality,majority
1660017159270203392,FwmQeHIagAAkdXk,Smoke & Air Quality,Smoke & Air Quality,Other,Smoke & Air Quality,majority
1660014723616628736,FwmObLLWIAAmPir,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1660013773300838400,FwmNt1XagAAHO3N,Evacuees,Evacuees,Evacuees,Evacuees,full
1660013760298520576,FwmNt1waUAAllxt,Smoke & Air Quality,Warnings & Status Updates,Smoke & Air Quality,Smoke & Air Quality,majority
1660013760298520576,FwmNt2ZaYAUDh3A,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660008439161180160,FwmI4C3aQAA8Hlp,Reports of Actions of Responders,Warnings & Status Updates,Reports of Actions of Responders,Reports of Actions of Responders,majority
1660008439161180160,FwmI4C4aQAELc7-,Warnings & Status Updates,Warnings & Status Updates,Reports of Actions of Responders,Warnings & Status Updates,majority
1660008118439518208,FwmIlZ9aMAUP88c,Political,Political,Political,Political,full
1660005959714983936,FwmGURoWcAggLx0,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1660005523897581568,FwmGOZTaYAAtVXT,Political,Political,Political,Political,full
1660004671770226688,FwmFc2faQAAsOQT,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660004671770226688,FwmFcjNakAAJzrm,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1660001705378054144,FwmCwGlacAASrjC,Preparedness,Preparedness,Preparedness,Preparedness,full
1659998772297084928,FwmAFcyaIAAPXhO,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659997773054332928,Fwl-lw4WYAEdoHz,General Information,General Information,General Information,General Information,full
1659997773054332928,Fwl-I6NXoAIKKs3,General Information,General Information,General Information,General Information,full
1659997063466328064,Fwl-h2aacAAOQ7m,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1659997063466328064,Fwl-iE5aQAAvMCK,Infrastructure,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,majority
1659995229813116928,Fwl83UtaUAAc6SV,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1659992940251594752,Fwl6xtSakAA5AM3,Other,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,majority
1659992940251594752,Fwl6x3FaAAABBIv,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659992940251594752,Fwl6yDeaEAArsk3,Other,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,majority
1659989949385703424,Fwl4DwOacAEN8yW,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659989949385703424,Fwl4DwNaIAETAPF,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659989949385703424,Fwl4DwRaYAEfxjw,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659989949385703424,Fwl4DwPaUAAED-Q,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659987849410920448,Fwl2JxNagAEqDNG,Political,Political,Political,Political,full
1659987556963094528,Fwl14qyaAAIjDP5,Other,Other,Other,Other,full
1659982555435749376,FwlxVlRWAAA8zJG,Insurance,Insurance,Insurance,Insurance,full
1659978257901711360,FwltbXVaUAAZTht,Smoke & Air Quality,Preparedness,Preparedness,Preparedness,majority
1659976018634080256,FwlrZBUaMAA0eL7,Other,Other,Smoke & Air Quality,Other,majority
1659976018634080256,FwlrZBVaYAABuL0,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1659972734783475712,Fwlno8AakAAP-yH,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659970526453039104,FwlmYl8aQAARtSP,Other,Support,Other,Other,majority
1659967589316190208,FwljuPhaEAA8o2u,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659965905512857600,FwliMMlaYAAuGe5,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659963385038127104,Fwlf5lJaMAQ3HJb,Other,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,majority
1659963385038127104,Fwlf5lIacAA9vk3,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659963385038127104,Fwlf5lMaAAA-p88,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659963155999764480,FwlfrnLaYAIfD1K,Other,Other,Other,Other,full
1659963155999764480,FwlfrHlaMAAj7b7,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659962083902119936,Fwlet_2agAAledu,Other,Preparedness,Preparedness,Preparedness,majority
1659952953208508416,FwlWCucWIAEYis1,Weather Reports,Weather Reports,Weather Reports,Weather Reports,full
1659952284766203904,FwlIJFRWIAE3QMd,Weather Reports,Weather Reports,Weather Reports,Weather Reports,full
1659952284766203904,FwlIHcCWwAAs7VH,Weather Reports,Weather Reports,Weather Reports,Weather Reports,full
1659947550450028544,FwlRf6_aQAAVCqU,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659946647865167872,FwlQrPjakAQOrry,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659946647865167872,FwlQrgbaEAMVU9x,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659943852000821248,FwlOIsdaAAAu39q,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659942496892502016,FwlM5ztaAAEb9PO,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,majority
1659942496892502016,FwlM56UaYAE-QfZ,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659940525523316736,FwlK-l5WAAAiD9K,Evacuees,Support,Support,Support,majority
1659940525523316736,FwlK_l6XgAICaWF,Support,Support,Support,Support,full
1659940525523316736,FwlLAhkWIAARKOy,Support,Support,Support,Support,full
1659940525523316736,FwlLBZGXsAA3svT,Support,Support,Support,Support,full
1659940258203713536,FwlK3DtaEAIYo_g,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659940258203713536,FwlK3DrakAI3tK7,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659939463907414016,FwlKIcUaEAIMQeN,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659939463907414016,FwlKI0NaMAASWNS,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659939463907414016,FwlKJLEaEAIAJ2a,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659931679010754560,FwlDAUjakAASl3C,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1659930615142305792,FwlBBs1aEAQW0Ay,Weather Reports,Warnings & Status Updates,Weather Reports,Weather Reports,majority
1659927043738603520,Fwk-2NcaYAAi4H6,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659926299031535616,Fwk-KcSakAANWIU,Political,Smoke & Air Quality,Political,Political,majority
1659925837649678336,Fwk9wAYakAAJIxT,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659924442791948288,Fwk8ABSaIAEl-5b,Smoke & Air Quality,Weather Reports,Weather Reports,Weather Reports,majority
1659917755469135872,Fwk2ZfOaEAArxrc,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659917755469135872,Fwk2ZfPaIAEvnnU,Other,Other,Other,Other,full
1659917755469135872,Fwk2ZfRaAAMuW3g,Other,Weather Reports,Smoke & Air Quality,Other,none
1659909868105650176,FwkvOdcacAAosLz,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659907856706211840,FwktZTOaIAMXfQI,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659907856706211840,FwktZTQaAAEY6QO,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659906515241951232,FwkpGbHacAIfI8y,Other,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,majority
1659902905519046656,Fwko5LYaYAEGlqa,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1659902905519046656,Fwko5LZacAAm-oB,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1659894232906334208,FwkhAcuakAIfItE,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1659789286651330560,FwjBj0kaAAAdlvj,General Information,Support,Warnings & Status Updates,General Information,none
1659787937096302592,FwjAFetagAIPcLH,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,full
1659785835376680960,Fwi-a6_aEAAo2On,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,full
1659784797038993408,Fwi9ec8aMAAAWy3,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1659783704804478976,Fwi5LoYaAAEuLhk,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659776088187498496,Fwi1jcLaQAAI34N,Other,Other,Smoke & Air Quality,Other,majority
1659765608744124416,FwisBp_aQAEy0mC,Other,Preparedness,Other,Other,majority
1659763213742018560,Fwip2H2aIAA07Vh,Other,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,majority
1659760173668499456,FwinB9_agAAbL3d,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659760173668499456,FwinFA9aAAEsu_7,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659760173668499456,FwinCwaaQAIrBYj,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659760173668499456,FwinEKwaYAc5UhA,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659758895747977216,Fwil6v4aQAADTJU,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659743536592613376,FwiX80GaQAEJw7f,Support,Advertisement,Support,Support,majority
1659734207688761344,FwiPdrZaEAErb4R,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659734207688761344,FwiPd23agAEPqb4,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659732596585033728,FwiN_7sXwAYakdS,Weather Reports,Warnings & Status Updates,Weather Reports,Weather Reports,majority
1659732596585033728,FwiN_7uXoAIhgNq,Weather Reports,Warnings & Status Updates,Weather Reports,Weather Reports,majority
1659732596585033728,FwiN_7tXgAE6urV,Weather Reports,Warnings & Status Updates,Weather Reports,Weather Reports,majority
1659728175524446208,FwiFwmfXoAAQ-An,Smoke & Air Quality,Warnings & Status Updates,General Information,Smoke & Air Quality,none
1659727811798761472,FwiHgbVagAAqgq4,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1659727474207653888,FwiJVuUacAAsUsp,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659726385630576640,FwiIEwLaYAAxSTq,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659721877600849920,FwiEP3NaMAI__pc,Other,Other,Other,Other,full
1659720632790294528,FwiDG-taEAAPbfc,Reports of Actions of Responders,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,majority
1659720632790294528,FwiDG-xaIAE59y4,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659720632790294528,FwiDG-yaAAEcYFC,Reports of Actions of Responders,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,majority
1659720632790294528,FwiDG-saQAUg8k6,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659718130019745792,FwiAUPWaYAAtAFD,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1659717402190553088,Fwh_xWmaMAAFR2U,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1659710799382814720,Fwh5TSVaEAA8V6X,Warnings & Status Updates,General Information,General Information,General Information,majority
1659710554041376768,Fwh5823agAAW0Pk,Weather Reports,Warnings & Status Updates,Weather Reports,Weather Reports,majority
1659710554041376768,Fwh5825aMAAUiob,Weather Reports,Warnings & Status Updates,Weather Reports,Weather Reports,majority
1659710554041376768,Fwh5827aQAE6Lm3,Weather Reports,Warnings & Status Updates,Weather Reports,Weather Reports,majority
1659710554041376768,Fwh5825acAAhYIX,Weather Reports,Warnings & Status Updates,Weather Reports,Weather Reports,majority
1659704420035330048,Fwh0XpnaUAAXXQO,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659702171485753344,FwhyUQuagAA6R5m,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659689049630842880,FwhclHNagAAmQeL,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1659684153024036864,Fwhh8JYWYAEfKgH,Insurance,Insurance,Insurance,Insurance,full
1659676605852053504,FwhbE2gWcAE99QK,Insurance,Insurance,Insurance,Insurance,full
1659672091346747392,FwhW6hvaMAAsroj,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1659670853326639104,FwhV1rLaYAAY9_-,Warnings & Status Updates,Warnings & Status Updates,Evacuees,Warnings & Status Updates,majority
1659670082824581120,FwhU1bfaAAERsED,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659670082824581120,FwhVBPTaEAEnWb9,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659669925236199424,FwhU_i2acAAeOnW,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659669925236199424,FwhU_g7akAEeqUT,Other,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,majority
1659669057166245888,FwhUNhKaAAAy1TT,General Information,General Information,General Information,General Information,full
1659667725927567360,FwhS7iNaQAAv-1j,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659665731716546560,FwhRL-IaUAUOVAr,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1659655962205257728,FwhITHaaUAIMT44,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659655120777510912,FwhHiO-agAAe3vk,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659653444976746496,FwhF_i2WIEA4mc2,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659635187259416576,Fwg1YRKWIAIxptK,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1659635173959278592,Fwg1ZL0WIAkJrd7,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1659630052248567808,FwgwvQyWwAA3RLC,Preparedness,Preparedness,Smoke & Air Quality,Preparedness,majority
1659622066193326080,FwgpePhaQAIZbvl,Political,Weather Reports,Smoke & Air Quality,Political,none
1659620010741088256,FwgniraaUAAoD64,Preparedness,Preparedness,Preparedness,Preparedness,full
1659614441279766528,Fwgiid_WwAcKDfy,Preparedness,Smoke & Air Quality,Preparedness,Preparedness,majority
1659605418472095744,FwgaOpZXwAAy7N7,General Information,Support,Preparedness,General Information,none
1659603471392292864,FwgYi5DWcAArZjP,Preparedness,Smoke & Air Quality,Preparedness,Preparedness,majority
1659601031276433408,FwgWVqDaIAEB_K5,Political,Political,Political,Political,full
1659597305568464896,FwgS9ANaIAAz166,Other,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,majority
1659589873622487040,FwgMIJYagAAPRhP,Support,Support,Support,Support,full
1659581058034302976,FwgELFsaMAAF8bg,Weather Reports,Weather Reports,Weather Reports,Weather Reports,full
1659574925362081792,Fwf-mOwWAAAxg0M,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659573322437517312,Fwf9I8ZagAEhbS_,Reports of Actions of Responders,Support,Reports of Actions of Responders,Reports of Actions of Responders,majority
1659573322437517312,Fwf9I8ZaEAAsMck,Other,Infrastructure,Other,Other,majority
1659573322437517312,Fwf9I8YakAI8WsF,Political,General Information,Political,Political,majority
1659572638002577408,Fwf8hFvX0AE-Pmn,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659570677656039424,Fwf6vHwX0AkMOzf,Warnings & Status Updates,Smoke & Air Quality,Warnings & Status Updates,Warnings & Status Updates,majority
1659569586616803328,Fwf5vojXoAo0BCA,Weather Reports,Weather Reports,Weather Reports,Weather Reports,full
1659567403087409152,Fwf2P5pWYAYoMag,Preparedness,Support,Preparedness,Preparedness,majority
1659563320528056320,Fwf0C3BXsAEgFXZ,Evacuees,Weather Reports,Evacuees,Evacuees,majority
1659562263584608256,FwfzFXvaYAA4zmZ,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659561456629604352,FwfyQa2X0AEY2CY,Evacuees,Weather Reports,Evacuees,Evacuees,majority
1659560332673572864,FwfxVATXsAAevdF,Reports of Actions of Responders,Infrastructure,Other,Reports of Actions of Responders,none
1659544506075578368,Fwfiyq4XgAU9j2L,Smoke & Air Quality,Weather Reports,Weather Reports,Weather Reports,majority
1659534912616116224,FwfaKnhWIAAhBJZ,General Information,General Information,General Information,General Information,full
1659534912616116224,FwfaKnhXwAEU6g8,General Information,General Information,General Information,General Information,full
1659533672767275008,FwfZBl1WAAEJw7r,Smoke & Air Quality,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,majority
1659528657281449984,FwfUgK_WIAUqtjS,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1659482906774114304,Fweq6A2aEAEztcr,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659482906774114304,Fweq6A4akAAgGt7,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659482906774114304,Fweq6A1acAEQUz8,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659482906774114304,Fweq6A5akAEONsc,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659466294457147392,FwebxleaIAEYfet,Evacuees,Warnings & Status Updates,Evacuees,Evacuees,majority
1659462910912114688,FweYsIEaIAE7cPA,Smoke & Air Quality,Warnings & Status Updates,Smoke & Air Quality,Smoke & Air Quality,majority
1659462910912114688,FweYqxbacAAplrU,Smoke & Air Quality,Warnings & Status Updates,Smoke & Air Quality,Smoke & Air Quality,majority
1659462910912114688,FweYuPkaIAAyATN,Smoke & Air Quality,Warnings & Status Updates,Smoke & Air Quality,Smoke & Air Quality,majority
1659462910912114688,FweYpapakAAofCQ,Smoke & Air Quality,Warnings & Status Updates,Smoke & Air Quality,Smoke & Air Quality,majority
1659442018408628224,FweFuJ9aAAA4Xl3,Reports of Actions of Responders,Smoke & Air Quality,Reports of Actions of Responders,Reports of Actions of Responders,majority
1659442018408628224,FweFt5iaMAU_KAI,Reports of Actions of Responders,Smoke & Air Quality,Reports of Actions of Responders,Reports of Actions of Responders,majority
1659424361009524736,Fwd1qDBacAAfk4Y,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659395930205093888,Fwdaf0XagAI4Rh_,Other,Smoke & Air Quality,Preparedness,Other,none
1659394233877532672,FwdaQkPakAAUfkR,Support,Support,Support,Support,full
1659393397294092288,FwdZgDwWAAEUlBH,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659389415733743616,FwdVwnaaIAAVDB8,Other,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,majority
1659389415733743616,FwdVwnbacAEGcL8,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659374219229118464,FwdIBu4WwAIDuOL,Warnings & Status Updates,Weather Reports,Smoke & Air Quality,Warnings & Status Updates,none
1659372485102514176,FwdGeL7WYAMzycF,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1659367181887447040,FwdBpxvaAAE673F,Preparedness,Warnings & Status Updates,Preparedness,Preparedness,majority
1659367181887447040,FwdBpzEaMAEgD9s,Preparedness,Smoke & Air Quality,Preparedness,Preparedness,majority
1659357594732093440,Fwc3y0yaMAMoE6Y,Weather Reports,Smoke & Air Quality,Weather Reports,Weather Reports,majority
